pos	id	title	duration_s	words	sentences	wps	verdict	provenance
1665	uMH2hGvqhlE	EEVblog #396 - Bode Plotting on Your Osciloscope	1227	3353	235	14.3	good	youtube-asr
1666	CBjoWMA5d84	EEVblog #395 - World's Most Expensive Hard Drive Teardown	2596	7031	1	7031.0	needs-whisper	whisper-large-v3
1667	asmQzCvs8F4	EEVblog #394 - EEVblog Online Tour	1177	3492	16	218.2	needs-whisper	whisper-large-v3
1668	ln8Mlz4NsW8	EEVblog #393 - LiPo Battery Discharge Testing	1775	4933	345	14.3	good	youtube-asr
1669	OXsu29K_Ap4	EEVblog #392 - 555 LED PWM Hack	1736	4400	400	11.0	good	youtube-asr
1670	EY0acWrCYjw	EEVblog #391 - Rigol DSA815 Spectrum Analyser Teardown	2238	5729	415	13.8	good	youtube-asr
1671	a3o0EWHEH08	EEVblog #390 - Mantis Elite Microscope Review	1683	4819	293	16.4	good	youtube-asr
1672	_VvEO_m3Owk	EEVblog #389 - Casio Calculator Investigation	975	2484	203	12.2	good	youtube-asr
1673	wi-b9k-0KfE	EEVblog #388 - Fake Apple USB Charger Teardown	1014	2488	192	13.0	good	youtube-asr
1674	FwCrS7jCMpM	EEVblog #387 - Oscilloscope Trigger Jitter	572	1591	98	16.2	good	youtube-asr
1675	6Kcf7IJjszg	EEVblog #386 - Glass Delay Lines Part 2	1926	5197	340	15.3	good	youtube-asr
1676	0YiUqPasx28	EEVblog #385 - Amstrad NC100 Notepad Repair	1304	3423	364	9.4	good	youtube-asr
1677	iUBb4S8LoO0	EEVblog #384 - Agilent 4000X Oscilloscope Teardown	1499	3970	12	330.8	needs-whisper	whisper-large-v3
1678	WhAWwomKRaE	EEVBlog #383 - Agilent 4000X Oscilloscope Review	2546	7242	10	724.2	needs-whisper	whisper-large-v3
1679	Lr-tMQLccfY	EEVblog #382 - Cambridge Z88 Teardown	1341	3541	338	10.5	good	youtube-asr
1680	tQyX3F4ggM8	EEVblog #381 - How Do Ultrasonic Delay Lines Work?	1641	4235	288	14.7	good	youtube-asr
1681	iWOToL0KIe0	EEVblog #380 - Sony CCD Sensor Teardown	1659	4221	2	2110.5	needs-whisper	whisper-large-v3
1682	MwvjAtSr5t8	EEVBlog #379 - Yamaha RX-V557 Receiver Fix	933	0	0	0	no-captions	whisper-large-v3
1683	Zje_ihjZdLM	EEVblog #378 - Dumpster Diving Teardown Repair	2478	6744	550	12.3	good	youtube-asr
1684	VVMHXO0-VGY	EEVblog #377 - Mailbag Monday	2365	6632	16	414.5	needs-whisper	whisper-large-v3
1685	ne_Prn0eGQE	EEVblog #376 - Multimeter Fuse Diode Followup	829	2278	190	12.0	good	youtube-asr
1686	HiXZQNOlnnk	EEVblog #375 - Sony Video 8 Camcorder Teardown	1943	4724	416	11.4	good	youtube-asr
1687	z7i2ZSFrYhs	EEVblog #374 - DIY Multimeter Calibration	872	2164	139	15.6	good	youtube-asr
1688	zUhnGp5vh60	EEVblog #373 - Multimeter Input Protection Tutorial	2391	6528	392	16.7	good	youtube-asr
1689	MKuvmoW0AZQ	EEVblog #372 - Fluke 27 Multimeter Review & Teardown	1958	5067	432	11.7	good	youtube-asr
1690	G1xbJ9NOgD0	EEVblog #371 - Universal Programmer Teardown	1622	4245	1	4245.0	needs-whisper	whisper-large-v3
1691	phO4QkHWsVE	EEVblog #370 - Kindle Paperwhite Teardown Review	1832	4543	341	13.3	good	youtube-asr
1692	TRy755StMak	EEVblog #369 - Rigol DS2000 Oscilloscope Playing Around	1788	4725	430	11.0	good	youtube-asr
1693	QVAQONKyMv8	EEVblog #368 - EPIRB Teardown	3014	7593	639	11.9	good	youtube-asr
1694	8tNarm-lqr8	EEVblog #367 - Live Show 8th Oct 2012	7698	18451	49	376.6	needs-whisper	whisper-large-v3
1695	QL0KnXDPbe8	EEVblog #366 - USB PSU Troubleshooting	897	2284	239	9.6	good	youtube-asr
1696	72sJ5Infuu0	EEVblog #365 - ESR Meter Bad Cap Monitor Repair	984	2488	239	10.4	good	youtube-asr
1697	AwO1btddJkU	EEVblog #364 - LED Ceiling Panel Lighting Install	1147	2758	6	459.7	needs-whisper	whisper-large-v3
1698	we5zxv5c00g	EEVblog #363 - Gold Phone Teardown	1998	5085	441	11.5	good	youtube-asr
1699	saYtnaBp4QA	EEVblog #362 - LED Tube Lighting Install & Theory	2732	6555	793	8.3	good	youtube-asr
1700	Ym4O0z13HiM	EEVblog #361 - LED Ceiling Panel Lighting 101	2168	5399	663	8.1	good	youtube-asr
1701	BWZXGzAVkD8	EEVblog #360 - Rigol DS2000 Oscilloscope Teardown	2342	5666	489	11.6	good	youtube-asr
1702	3im97Z7ceNI	EEVblog #359 - QDSO Pocket Oscilloscope Review	1994	5389	522	10.3	good	youtube-asr
1703	8fQiQF9-hBE	EEVblog #358 - Electronex 2012	2664	7542	10	754.2	needs-whisper	whisper-large-v3
1704	DHGWxSzZ2Ug	EEVblog #357 - USB Supply Power-up Testing	984	2486	18	138.1	needs-whisper	whisper-large-v3
1705	WnMFfEoNW6A	EEVblog #356 - Makerbot Replicator 2 Announcement	1095	3007	0	3007.0	needs-whisper	whisper-large-v3
1706	Z5PdouZJDUE	EEVblog #355 - Dictaphone Dumpster Diving	1096	2710	296	9.2	good	youtube-asr
1707	NsOfgvbZQo0	EEVblog #354 - CityRail PA Amp Teardown	4242	10369	1081	9.6	good	youtube-asr
1708	x-vkFtrgkA4	EEVblog #353 - Mailbag	2292	5958	686	8.7	good	youtube-asr
1709	KYCiksNEhNI	EEVblog #351 - Silicon Chip Magazine - Electronex 2012	857	2727	0	2727.0	needs-whisper	whisper-large-v3
1710	MDoTFWbEAkI	EEVblog #350 - Sagan Tours Electronex 2012	359	647	0	647.0	needs-whisper	whisper-large-v3
1711	-VaAplMihrg	EEVblog #349 - SMCBA Lecture IPC-2581 Open Standards for PCB Design Data	3675	10475	2	5237.5	needs-whisper	whisper-large-v3
1712	IWOiFnLKqzI	EEVblog #348 - Electronex 2012 - Behind the Scenes	963	2412	10	241.2	needs-whisper	whisper-large-v3
1713	Ytw57212X2o	EEVblog #347 - Bad Cap LCD Monitor Repair	1058	2652	208	12.8	good	youtube-asr
1714	M_rO6oPVsws	EEVblog #346 - MLF/QFN SMD Reflow Soldering	900	2324	143	16.3	good	youtube-asr
1715	9revpYxF_jM	EEVblog #345 - Electronics Dumpster Diving	549	1391	125	11.1	good	youtube-asr
1716	TbEtcpM0RGc	EEVblog #344 - Fluke 17B Multimeter Teardown	1591	4114	267	15.4	good	youtube-asr
1717	sfFKcz7Z_0Y	Electronex 2012 - EEVblog	261	743	75	9.9	good	youtube-asr
1718	Wg3PNgGW_M4	EEVblog #343 - Spectrum Analyser Tracking Generator Tutorial	1282	3338	271	12.3	good	youtube-asr
1719	WgbAESoFDAY	EEVblog #342 - Agilent 90000 Oscilloscope Teardown	1204	3325	0	3325.0	needs-whisper	whisper-large-v3
1720	MAnHiVAVg0I	EEVblog #341 - Mailbag	2713	6729	12	560.8	needs-whisper	whisper-large-v3
1721	o8DPlqWVmzk	EEVblog #340 - USB 3.0 Eye Diagram Measurement	1947	5070	423	12.0	good	youtube-asr
1722	9-wzPTiLz5c	EEVblog #339 - Cypres Parachute AAD Teardown	1496	3618	311	11.6	good	youtube-asr
1723	cadAK8UGvvI	EEVblog #338 - DIY Electric Bike	730	2319	3	773.0	needs-whisper	whisper-large-v3
1724	Cj0FqRYmWJU	EEVblog #337 - HSC School Electronics Projects	1495	4343	3	1447.7	needs-whisper	whisper-large-v3
1725	1y8B2N4PWps	EEVblog #336 - Drive Time Rant	1322	3652	0	3652.0	needs-whisper	whisper-large-v3
1726	Zao8upe4phs	EEVblog #335 - Carbon Printed Resistors	979	2703	8	337.9	needs-whisper	whisper-large-v3
1727	XD6bMozuGQk	EEVblog #334 - History of PDA's in Teardowns	3232	7930	646	12.3	good	youtube-asr
1728	NOUaoLjrNPo	EEVblog #333 - Unwritten Rules of Open Source Hardware	469	1203	0	1203.0	needs-whisper	whisper-large-v3
1729	PlAXAuco8gs	EEVblog #332 - Mantis Elite Microscope Scratch'n'Sniff	760	1905	173	11.0	good	youtube-asr
1730	oj1HKzxZoxA	EEVblog #331 - Mailbag	1486	3659	481	7.6	good	youtube-asr
1731	6kfXEDBt4Lg	2nd EEVblog Channel	366	1038	1	1038.0	needs-whisper	whisper-large-v3
1732	0iNJRdvnycs	EEVblog #330 - Medela Swing Teardown & Repair	1999	5158	414	12.5	good	youtube-asr
1733	myqytW9ecww	EEVblog #329 - Tracking Pre-Regulator LTspice Simulation Part 2	955	2478	12	206.5	needs-whisper	whisper-large-v3
1734	i4iFAUz5DGg	EEVblog #328 - Curiosity Mars Rover Landing	807	2345	0	2345.0	needs-whisper	whisper-large-v3
1735	v3cnEr1sriQ	EEVblog #327 - Makerbot Replicator Troubleshooting	1041	2799	219	12.8	good	youtube-asr
1736	JYhBuwx0AMc	EEVblog #326 - Makerbot Replicator Teardown	1632	4706	288	16.3	good	youtube-asr
1737	ESdqWYlLPbI	EEVblog #325 - Rigol DG4162 Voice	712	1683	179	9.4	good	youtube-asr
1738	ZVJ5uuvAlSo	EEVblog #324 - DC-DC Converter Testing - USB Supply Part 4	2427	6232	12	519.3	needs-whisper	whisper-large-v3
1739	fb6wbl9rnD0	EEVblog #323 - Rigol Scratch'n'Sniff	2065	4278	570	7.5	good	youtube-asr
1740	edBhcoz0vWA	EEVblog #322 - Google Nexus 7 Tablet Review	2580	6879	12	573.2	needs-whisper	whisper-large-v3
1741	GoDAg8mYYz4	EEVblog #321 - Google Nexus 7 Tablet Teardown	1327	3490	268	13.0	good	youtube-asr
1742	5ai9PLpbGIE	EEVblog #320 - Mailbag Monday	1249	3299	30	110.0	needs-whisper	whisper-large-v3
1743	cScVqD6eIaU	EEVblog #319 - Lead Free PCB Tinning	553	1488	9	165.3	needs-whisper	whisper-large-v3
1744	fTuL_nKSKFg	EEVblog #318 - Makerbot Replicator 3D Printer Unboxing & Review	3168	8332	2	4166.0	needs-whisper	whisper-large-v3
1745	L9q5vwCESEQ	EEVblog #317 - PCB Tinning Myth Busting	850	2347	135	17.4	good	youtube-asr
1746	oUiEeOp8ynY	EEVblog #316 - More PFANG, More 13GHz Scope, & More Pulser	1101	3019	294	10.3	good	youtube-asr
1747	Fya-4mjV4N4	EEVblog #315 - Korad KA3005P Review/FAIL	1795	4598	462	10.0	good	youtube-asr
1748	g94mpom2Ahs	EEVblog #314 - Korad KA3005P PSU Teardown	1484	4016	282	14.2	good	youtube-asr
1749	N60WSQc-G_8	EEVblog #313 - Bus Pirate LCD Debugging	1061	2685	273	9.8	good	youtube-asr
1750	IPT7YvA6KZg	EEVblog #312 - Photocopier Teardown Follow-up	500	1269	3	423.0	needs-whisper	whisper-large-v3
1751	uBYMePUFinQ	EEVblog #311 - Jim Williams Pulser Followup	1428	3584	262	13.7	good	youtube-asr
1752	w6MdhoV03e4	EEVblog #310 - Cheap Siglent and Agilent scopes	941	2249	311	7.2	good	youtube-asr
1753	JpjwHvQSkuU	EEVblog #309 - Mailbag	1282	3216	5	643.2	needs-whisper	whisper-large-v3
1754	mWHiXTfsUP8	EEVblog #308 - Agilent 81160A Function Generator Teardown	900	2134	172	12.4	good	youtube-asr
1755	v5HouhQ_AeQ	EEVblog #307 - Lab Lighting & Measurement	1048	2764	222	12.5	good	youtube-asr
1756	F-ZDiGmLvTs	EEVblog #306 - Jim Williams Pulse Generator	951	2674	169	15.8	good	youtube-asr
1757	K_-j5g16MBs	EEVblog #305 - Photocopier Time Lapse Teardown	119	5	0	5.0	needs-whisper	whisper-large-v3
1758	ahq7GFScc2s	EEVblog #304 - Mailbag	1385	3620	6	603.3	needs-whisper	whisper-large-v3
1759	WSxEGgrvhMM	EEVblog #303 - Photocopier Extreme Teardown	2864	7142	484	14.8	good	youtube-asr
1760	gLfgy7a44_c	EEVblog #302 - Electronics Beginner Advice	364	928	0	928.0	needs-whisper	whisper-large-v3
1761	eRtO3EZK_Cc	EEVblog #301 - LTspice Temperature Sweep Tutorial	1095	2883	199	14.5	good	youtube-asr
1762	jBuVHJ8NaYM	EEVblog #300 - Live Show	10524	27369	35	782.0	needs-whisper	whisper-large-v3
1763	gHZ7wZYbuiI	EEVblog #299 - Retro Phone Camera Teardown	848	2229	1	2229.0	needs-whisper	whisper-large-v3
1764	RUqAaM2ncso	EEVblog #298 - Dave's Decade Digit Display - USB Supply Part 3	1298	3554	199	17.9	good	youtube-asr
1765	s_--r-Mb6Dg	EEVblog #297 - Canon LANC Bus Reverse Engineering	1272	3447	298	11.6	good	youtube-asr
1766	kmCvrGVtC0M	EEVblog #296 - AIM-TTi I-Prober 520 Current Probe Review	2780	7788	524	14.9	good	youtube-asr
1767	Jhh4sX-woGE	EEVblog #295 - $30 eBook Reader Teardown	1488	3877	345	11.2	good	youtube-asr
1768	ihbRneD2WtU	EEVblog #294 - Mailbag	1212	3106	8	388.2	needs-whisper	whisper-large-v3
1769	rgE_luQ8SVY	EEVblog #293 - Fluke Multimeter Birthday Cake	177	344	53	6.5	good	youtube-asr
1770	G-VxMiaO3lA	EEVblog #292 - Johnny B. Goode	633	1667	0	1667.0	needs-whisper	whisper-large-v3
1771	K0JWvpoklDM	EEVblog #291 - USB Power Supply Part 2 - The Housing	1457	4409	226	19.5	good	youtube-asr
1772	dlsPf52MT4c	EEVblog #290 - Mailbag	1685	4644	9	516.0	needs-whisper	whisper-large-v3
1773	SAQzJTmfM_s	EEVblog #289-2 - Handifax 1000 video - Part 2	1409	3517	7	502.4	needs-whisper	whisper-large-v3
1774	G8huCO1WEQM	EEVblog #289-1 - VCR Teardown & Handifax Followup	724	1890	0	1890.0	needs-whisper	whisper-large-v3
1775	a1KhH2sMV-c	EEVblog #288 - Transit Of Venus 2012	326	613	2	306.5	needs-whisper	whisper-large-v3
1776	Ar7G-Fp64og	EEVblog #287 - Handifax 1000 Teardown	1162	2901	256	11.3	good	youtube-asr
1777	jjvIy04PwYI	EEVblog #286 - Orders Of Magnitude	982	2653	202	13.1	good	youtube-asr
1778	QxWRT4U_I9o	EEVblog #285 - USB Lab Supply - Part 1	364	1007	2	503.5	needs-whisper	whisper-large-v3
1779	JJgKfTW53uo	EEVblog #284 - Braun Toothbrush Teardown	1974	5289	420	12.6	good	youtube-asr
1780	oETWLF-MOfE	EEVblog #283 - Agilent U1732B Contest Draw	319	822	96	8.6	good	youtube-asr
1781	jkFcwL6tAbw	EEVblog #282 - DIY Video Soldering Microscope	1111	3078	237	13.0	good	youtube-asr
1782	AHu0MGEagSo	EEVblog #281 - BK Precision 8500 Electronic Load Teardown	1323	3591	235	15.3	good	youtube-asr
1783	WzCVyOnota8	EEVblog #280-5 - Talking Electronics - Old Hardware - Part 5 of 5	682	1951	154	12.7	good	youtube-asr
1784	o0bkyAntDHo	EEVblog #280-4 - Talking Electronics - The Internet And Learning - Part 4 of 5	433	1289	96	13.4	good	youtube-asr
1785	52tafTy2q_Q	EEVblog #280-3 - Talking Electronics - FM Bug Kits - Part 3 of 5	711	2258	0	2258.0	needs-whisper	whisper-large-v3
1786	oyryds71p44	EEVblog #280-2 - Talking Electronics - America - Part 2 of 5	950	2796	315	8.9	good	youtube-asr
1787	kXWRLNq8OCU	EEVblog #280-1 - Talking Electronics - History - Part 1 of 5	2269	6964	4	1741.0	needs-whisper	whisper-large-v3
1788	xaELqAo4kkQ	EEVblog #279 - How NOT To Blow Up Your Oscilloscope!	1466	4083	284	14.4	good	youtube-asr
1789	woI3aQzJfNc	EEVblog #278 - Elmo Visual Presenter Teardown	1431	3783	301	12.6	good	youtube-asr
1790	ohr6tJTYnN8	EEVblog #277 - Mailbag - Elektor / Matrix Multimedia E-Blocks	1019	2660	262	10.2	good	youtube-asr
1791	fhPM_e0FZs8	EEVblog #276 - Mailbag	668	1735	204	8.5	good	youtube-asr
1792	LcJZ_8Nn5OQ	EEVblog #275 - PIR Sensor Teardown & Tutorial	1681	4681	9	520.1	needs-whisper	whisper-large-v3
1793	omtmtJelm9M	EEVblog #274 - Makerbot Tweaking & First Print	845	2085	6	347.5	needs-whisper	whisper-large-v3
1794	MBQn6xpto6M	EEVblog #273 - Power Factor Correction with the MC34262	574	1527	3	509.0	needs-whisper	whisper-large-v3
1795	bX8IIjf15qY	EEVblog #272 - Manson 9400 40A 3-15V Switchmode PSU Teardown	1750	4640	311	14.9	good	youtube-asr
1796	04qDj2GzD04	Die Hard Beer	228	342	0	342.0	needs-whisper	whisper-large-v3
1797	lhsgJnrkQYc	New EEVblog Lab Time Lapse Build	137	0	0	0	no-captions	whisper-large-v3
1798	2CCWnJ35obQ	EEVblog #271 - Zoom H1 Recorder Teardown	1499	4065	286	14.2	good	youtube-asr
1799	-q21AfxS1LY	EEVblog #270 - µCurrent Test Jig	527	1346	1	1346.0	needs-whisper	whisper-large-v3
1800	1ihszfJAECk	EEVblog #269 - Energy Micro Tiny Gecko	1794	4799	343	14.0	good	youtube-asr
1801	27c4RTntAPw	EEVblog #268 - Xantrex 300V 4A Power Supply Teardown	1495	3976	268	14.8	good	youtube-asr
1802	AWlRGLxm7nc	EEVblog #267 - Voltage Detection Stick Teardown	1102	2956	3	985.3	needs-whisper	whisper-large-v3
1803	qcG4fcNIX7A	EEVblog #266 - Mailbag	1078	2535	343	7.4	good	youtube-asr
1804	13jeHBvsoSg	EEVblog #265 - Philips PM6672 Timer Counter Teardown	1660	4176	363	11.5	good	youtube-asr
1805	pHNpayYhBvM	EEVblog #264 - SMD PCB Pick & Place Machine Assembly	1805	4616	359	12.9	good	youtube-asr
1806	1q2rnKExMiY	EEVBlog #263 - Extech LP100 Laser Test Probes	382	1062	0	1062.0	needs-whisper	whisper-large-v3
1807	qrQlA_hyfK4	AmpHour #88.5 Telematic Tested Tacenda	426	1397	177	7.9	good	youtube-asr
1808	Foc9R0dC2iI	EEVblog #262 - World's Simplest Soft Latching Power Switch Circuit	1063	3121	235	13.3	good	youtube-asr
1809	Gmryy5KWm_g	EEVblog #261 - Marconi 2023 RF Signal Generator Teardown	1788	4553	351	13.0	good	youtube-asr
1810	iTxKCQYMHbY	EEVblog #260 - Tracking Pre-Regulator Simulation in LTspice - PSU Part 13	1301	3463	247	14.0	good	youtube-asr
1811	K0Kczs2fVVk	Sagan Says	124	0	0	0	no-captions	whisper-large-v3
1812	XroH4X78qTY	EEVblog #259 - PSU Rev C Schematic - Part 12	3733	10183	627	16.2	good	youtube-asr
1813	xa9Lyb45oJM	EEVblog #258 - PSU Housing Design - Part 11	903	2688	152	17.7	good	youtube-asr
1814	rdC7kTT-nN4	EEVblog #257 - Makerbot Troubleshooting	1601	3788	474	8.0	good	youtube-asr
1815	BKHq1FkQjsA	EEVblog #256 - Yamaha PSR-80 Keyboard Teardown	1275	3013	214	14.1	good	youtube-asr
1816	Wbr0RWb3kkU	EEVblog #255 - DIPtrace PCB CAD - First Impressions	4078	9544	1248	7.6	good	youtube-asr
1817	bg0sEjD7R6M	EEVblog #254 - KiCAD PCB First Impressions	3784	9704	5	1940.8	needs-whisper	whisper-large-v3
1818	xRXEc7pB0o0	EEVblog #253 - KiCAD Install & Schematic - First Impressions	2701	7114	853	8.3	good	youtube-asr
1819	UX7xmA7F5bc	EEVblog #252 - Multimeter Ohms Overload	637	1449	139	10.4	good	youtube-asr
1820	SOW9eXckmmI	EEVblog #251 - Mailbag	441	971	121	8.0	good	youtube-asr
1821	7FFrZl9ymFw	EEVblog #250 - Anti-Static Mat Myth	552	1426	143	10.0	good	youtube-asr
1822	bKvyoZa5J8Q	EEVblog #249 - Agilent U1272A Multimeter Review	2657	7470	660	11.3	good	youtube-asr
1823	7oTT2PEzfPI	EEVblog #248 - LCD Enabled Microcontroller Selection	1566	4264	292	14.6	good	youtube-asr
1824	imdtXcnywb8	EEVblog #247 - Anti Static Bag Myth Revisted	1090	2792	249	11.2	good	youtube-asr
1825	x_Btg6sbU8o	EEVblog #246 - Makerbot Thing-O-Matic Time Lapse Build	326	28	1	28.0	good	youtube-asr
1826	9pFal1lgFl0	EEVblog #245 - PSU Design Part 10 - PCB Layout Editing	1720	5344	343	15.6	good	youtube-asr
1827	2b1UdOmxVrw	EEVblog #244 - How To Lay Out A PCB - PSU Design Part 9	2904	8770	527	16.6	good	youtube-asr
1828	7L3L2J-IjfA	EEVblog #243 - Vintage Brick Mobile Phone Teardown	1730	4409	279	15.8	good	youtube-asr
1829	eqduWNAgv_Y	The EE Rap	350	858	0	858.0	needs-whisper	whisper-large-v3
1830	rtlN0b-gkic	EEVblog #242 - Hakko FX-888 Soldering Iron Hack	1560	4305	322	13.4	good	youtube-asr
1831	ydy0f8z_BNM	EEVblog #62 - The Drivetime Experiment	1802	5029	276	18.2	good	youtube-asr
1832	euRtS_lnBAI	EEVblog #241 - Circuit Labs PCBs from New Zealand	999	2819	1	2819.0	needs-whisper	whisper-large-v3
1833	UUsMMioipDE	EEVblog #240 - Power Supply Design Part 8	2041	5863	500	11.7	good	youtube-asr
1834	Uemr8xaxcw0	EEVblog #239 - PCB Design For Manufacture Part 2	3414	10259	549	18.7	good	youtube-asr
1835	s8b4h_UybLE	EEVblog #238 - Power Supply Design Part 7	1620	4719	268	17.6	good	youtube-asr
1836	EkFnIxgByC4	EEVblog #237 - Makerbot Thing-O-Matic Unboxing	2007	5014	9	557.1	needs-whisper	whisper-large-v3
1837	FRdGsSu5Nec	EEVblog #236 - FE-5680A Rubidium Standard Teardown	562	1380	105	13.1	good	youtube-asr
1838	I55uLRRvLCU	EEVblog #235 - Rubidium Frequency Standard	1359	3793	246	15.4	good	youtube-asr
1839	Mp0n-Gu0aKk	EEVblog #234 - Agilent U1733C LCR Meter Teardown	883	2433	188	12.9	good	youtube-asr
1840	jGF5p8GjzFM	EEVblog #233 - Lab Power Supply Design Part 6 - LT3080 Testing	1062	2745	206	13.3	good	youtube-asr
1841	Lg6oYFerUlA	EEVblog #232 - Lab Power Supply Design Part 5	3090	8594	601	14.3	good	youtube-asr
1842	F2Ch4RmlHuE	EEVblog #231 - 2011	367	968	1	968.0	needs-whisper	whisper-large-v3
1843	IMBK0apFMs4	EEVblog #230 - ArduCopter ArduPilot Troubleshooting	1533	3699	391	9.5	good	youtube-asr
1844	ji-UT7HJm0Q	EEVblog #229 - IET DE-5000 LCR Meter Teardown	1095	3007	241	12.5	good	youtube-asr
1845	R9ZTjwRCO8g	EEVblog #228 - New Lab Progress...	1063	3010	265	11.4	good	youtube-asr
1846	f-K5WFaStwg	EEVblog #227 - Light Scythe	1524	4546	3	1515.3	needs-whisper	whisper-large-v3
1847	2vCFUynNFDg	EEVblog #226 - Kindle Touch Review	1903	5699	2	2849.5	needs-whisper	whisper-large-v3
1848	YaRDbw38x7Q	EEVblog #225 - Lab Power Supply Design Part 4 - PWM Control	2414	6634	491	13.5	good	youtube-asr
1849	8-qar5vgnbc	EEVblog #224 - Lab Power Supply Design - Part 3	2688	7498	617	12.2	good	youtube-asr
1850	VtsE6xbwHcQ	EEVblog #223 - Agilent Oscilloscope High Res Mode	221	586	0	586.0	needs-whisper	whisper-large-v3
1851	6Otr1I0OR18	EEVblog #222 - Lab Power Supply Design - Part 2	2304	6730	446	15.1	good	youtube-asr
1852	CIGjActDeoM	EEVblog #221 - Lab Power Supply Design - Part 1	2261	6454	440	14.7	good	youtube-asr
1853	ip9az2c3-F8	Amazon Kindle Fire Tablet Review & Unboxing - EEVblog #220	2430	7151	11	650.1	needs-whisper	whisper-large-v3
1854	IQ6xxveRJSw	Amazon Kindle Fire Tablet Teardown - EEVblog #219	1073	2765	208	13.3	good	youtube-asr
1855	ysv4SNLwM20	EEVblog #218 - Manly Warringah HAM Radio Society	1703	4504	1	4504.0	needs-whisper	whisper-large-v3
1856	96Wz6NIalC4	EEVblog #217 - Lecroy 9384C Oscilloscope Teardown	2234	6098	411	14.8	good	youtube-asr
1857	kSmiDzbVt_U	EEVblog #216 - Gaussian Resistor Redux	2080	5948	13	457.5	needs-whisper	whisper-large-v3
1858	1WAhTdWErrU	EEVblog #215 - Gaussian Resistors	1969	5403	301	18.0	good	youtube-asr
1859	oiXf1PGL-ME	EEVblog #214 - Commander Phone System Teardown	170	418	65	6.4	good	youtube-asr
1860	drO0d9PjShY	EEVblog #213 - New EEVblog Lab Tour	429	1180	2	590.0	needs-whisper	whisper-large-v3
1861	eLuf5-h-cc0	Coolest Rigol DS1052E Firmware Ever!	23	24	0	24.0	needs-whisper	whisper-large-v3
1862	G-QfDkgE2qA	EEVblog #212 - DIY Decade Resistance Substitution Boxes	1215	3460	243	14.2	good	youtube-asr
1863	37gYHdY0DAM	EEVblog #211 - IET Decade Resistance Substitution Box	1171	3257	294	11.1	good	youtube-asr
1864	onqsjDJq4I0	EEVblog #210 - Krohn-Hite DC Voltage Standard Teardown & Calibration	3018	7994	650	12.3	good	youtube-asr
1865	Fk9T1FDNAk4	New Agilent 3000X Oscilloscope Firmware - EEVblog #209	1136	3182	262	12.1	good	youtube-asr
1866	mHODWDBcQDg	Tektronix 2225 Oscilloscope Teardown and Calibration - EEVblog #208	1969	5573	341	16.3	good	youtube-asr
1867	AKavGCXyRZs	Rohde & Schwarz / Hameg Oscilloscopes - EEVblog #207 (3 of 3)	681	2119	0	2119.0	needs-whisper	whisper-large-v3
1868	jufVodki4Y8	CleverScope USB Oscilloscope - EEVblog #207 (2 of 3)	592	1885	2	942.5	needs-whisper	whisper-large-v3
1869	nAnqNZMHNQk	Electronex Expo 2011 - EEVblog #207 (1 of 3)	1598	3848	1	3848.0	needs-whisper	whisper-large-v3
1870	hNoGz43xHUg	Electronics Doco Update with Karl von Moller	282	737	0	737.0	needs-whisper	whisper-large-v3
1871	6ctqMFtjO1c	RIP Steve Jobs - The Magic is Gone - EEVblog #206	525	1053	68	15.5	good	youtube-asr
1872	A0wv6_GSg1A	Amazon Kindle 4 Review & Unboxing - EEVblog #205	2069	5946	541	11.0	good	youtube-asr
1873	iIKGvHjDQHs	Designing a Li-Ion Battery Gauge with the LM3914 - EEVblog #204	2828	7852	616	12.7	good	youtube-asr
1874	PZ9tpTB2orM	Melbourne Hacker Space Visit - EEVblog #203	2227	6943	849	8.2	good	youtube-asr
1875	ZM3jWYGNoLU	EMC RF Anechoic Test Facility Tour - EEVblog #202	2545	7379	1051	7.0	good	youtube-asr
1876	HZ21DX9kA7c	Mobile Cell Phone Radiation SAR Testing - EEVblog #201	499	1531	181	8.5	good	youtube-asr
1877	0NSd_dbBZlU	EEVblog #200 - Retrospective	1566	3822	465	8.2	good	youtube-asr
1878	J9_JxRiuS5A	Tektronix MDO4000 Oscilloscope Teardown - EEVblog #199	1357	2829	218	13.0	good	youtube-asr
1879	2gImgpxrchI	Tektronix Mixed Domain Oscilloscope MDO4000 Review - EEVblog #199	5249	14947	1251	11.9	good	youtube-asr
1880	dJwn4KVF6wQ	Makerbot Venture Capital Funding - EEVblog #198	509	1486	0	1486.0	needs-whisper	whisper-large-v3
1881	wYChtniJxKY	RAW! Testing µCurrent's, Keithley Current/Voltage Sources, DIY Pick And Place - EEVblog #197	2535	5562	465	12.0	good	youtube-asr
1882	8GR_6QH3uZk	Tektronix 2225 Analog Oscilloscope - EEVblog #196	1966	5719	440	13.0	good	youtube-asr
1883	I0HOgcbtmws	Open Source Hardware Explained - EEVblog #195	795	2147	141	15.2	good	youtube-asr
1884	WpvkY4k7dII	Lab Bench Build - EEVblog #194	550	1410	0	1410.0	needs-whisper	whisper-large-v3
1885	7AFGcAyK7kE	FPGA Implementation Tutorial - EEVblog #193	3644	10165	700	14.5	good	youtube-asr
1886	gb3hL_DH02E	EEVblog #192 - Agilent Oscilloscope LOST Easter Egg	174	357	48	7.4	good	youtube-asr
1887	bA_hGJVo3DY	EEVblog #191 - Mouse Trap Triggering	844	2194	127	17.3	good	youtube-asr
