pos	id	title	duration_s	words	sentences	wps	backchannel_per_1k	speakers	verdict	provenance
964	CGB4h4qqUMM	ANSWERED! - GTX-1050 vs GTX-1070 4K NVENC GPU Rendering	574	1627	4	406.8	0.0	solo	needs-whisper	whisper-large-v3
965	wZTn1NKSMdY	Crap Quality XLR Microphone Cable Teardown	450	1160	2	580.0	0.0	solo	needs-whisper	whisper-large-v3
966	k5sEjltLdk0	LEGO Technic GBC Module #14 - Strandbeest Build - Part 2	232	478	0	478.0	0.0	solo	needs-whisper	whisper-large-v3
967	XoKJw-vW0RA	Audio Microphones Test	346	853	0	853.0	0.0	solo	needs-whisper	whisper-large-v3
968	eUA2TRX1NTc	STM32 ARM Development - DMA & ADC Discussion	1387	3361	0	3361.0	0.0	solo	needs-whisper	whisper-large-v3
969	M7rcjUIGr9s	Power Director 16 vs Vegas 15 for 4K Rendering Speed	509	1417	1	1417.0	0.0	solo	needs-whisper	whisper-large-v3
970	vkdq7Lz5WQE	How to fix Vegas XAVC 4K crashes	337	894	0	894.0	0.0	solo	needs-whisper	whisper-large-v3
971	53hkyuwIM94	4K Sponge Action P0rn	17	7	0	7.0	0.0	solo	needs-whisper	whisper-large-v3
972	B2RpRJuDUIE	Sony HXR-NX80 4K Camera First Test (4K XAVCS)	119	275	0	275.0	0.0	solo	needs-whisper	whisper-large-v3
973	3e3sMS2pV14	Canon HFG30 AVCHD 50P Test	118	278	3	92.7	0.0	solo	needs-whisper	whisper-large-v3
974	epp6lyAkKeU	Sony HXR-NX80 4K Camera First Test (1080P60 HD XAVCS)	80	174	1	174.0	0.0	solo	needs-whisper	whisper-large-v3
975	ENuJY8LOPs0	Sony HXR-NX80 4K Camera First Test (1080P60 HD AVCHD)	65	118	1	118.0	0.0	solo	needs-whisper	whisper-large-v3
976	vwVXl-RQWXs	121GW High Volatge AC Test	150	422	0	422.0	0.0	solo	needs-whisper	whisper-large-v3
977	YPUJipe8Loo	121GW Meter 1210V Test	341	954	1	954.0	0.0	solo	needs-whisper	whisper-large-v3
978	IsIKyt64Tt4	Casio FX-991EX Scientific Calculator Review	666	1897	0	1897.0	0.0	solo	needs-whisper	whisper-large-v3
979	kS9qXq8ZPEA	LEGO Technic GBC Module #14 - Strandbeest Build - Part 1	2164	2347	1	2347.0	0.0	solo	needs-whisper	whisper-large-v3
980	KsBVBtUDYx4	Alesis M1 Active 520USB Studio Monitor Teardown	593	1547	0	1547.0	0.0	solo	needs-whisper	whisper-large-v3
981	fHxDVtbUrdo	Original 1000th Video Single Take	1825	4907	4	1226.8	0.0	solo	needs-whisper	whisper-large-v3
982	IATC_nAXCTg	Black Test	11	0	0	0	0.0	unknown	no-captions	whisper-large-v3
983	KnrjeZvnqn4	EEVblog1076 StudioRGBtoComputerRGB	387	944	0	944.0	0.0	solo	needs-whisper	whisper-large-v3
984	O9F4P7QcI4Y	LEGO GBC - Great Ball Contraption - Sydney 2018	214	250	0	250.0	0.0	solo	needs-whisper	whisper-large-v3
985	MFQ0jO6gtQI	MORE Peter Popoff SCAM MAIL!	586	1660	205	8.1	9.6	solo	good	youtube-asr
986	rzIToosMRVc	Couch Feet Remix	75	156	0	156.0	0.0	solo	needs-whisper	whisper-large-v3
987	17Y6XEoGuLw	Logitech C920 vs C922 Pro Stream Webcam Shootout	559	1468	132	11.1	8.9	solo	good	youtube-asr
988	jtGZy5B4SKk	Tongue angle re-alignment surgery	234	0	0	0	0.0	unknown	no-captions	whisper-large-v3
989	gKHKqCcJW8c	A Tesla costs HOW MUCH in Australia?	374	983	4	245.8	0.0	solo	needs-whisper	whisper-large-v3
990	QTFuEKNE7G0	Ready Player One Final Trailer Reaction	514	1023	0	1023.0	0.0	solo	needs-whisper	whisper-large-v3
991	dAsQfZUIo8k	RIP Stephen Hawking	11	0	0	0	0.0	unknown	no-captions	whisper-large-v3
992	KJqGP2UrvcE	Synology RAID Setup	1850	4143	5	828.6	0.0	solo	needs-whisper	whisper-large-v3
993	Bh3gcBr0DKs	How to do Lifecycle Testing	575	1626	0	1626.0	0.0	solo	needs-whisper	whisper-large-v3
994	u2-ot2vWLxI	121GW Range Switch Cycle Testing	1409	3494	334	10.5	18.0	multi	good	youtube-asr
995	IvcOOCTxLes	How to Bypass/Recover an Apple iMac password	580	1530	187	8.2	14.4	solo	good	youtube-asr
996	nn3vfla67KI	"Dumpster Diving - 27"" Apple iMac WOW!"	413	1010	0	1010.0	0.0	solo	needs-whisper	whisper-large-v3
997	S_HIs1Rv5KQ	EEVblog1062 - The Things Network - Progress Edit	2349	6051	1	6051.0	0.0	solo	needs-whisper	whisper-large-v3
998	07HOeN4fdyg	ShadeCraft Sunflower - Internet Of Things FAIL	843	1968	0	1968.0	0.0	solo	needs-whisper	whisper-large-v3
999	A_saS93Clgk	C++ for the Embedded Programmer	949	2849	222	12.8	5.6	solo	good	youtube-asr
1000	QSmiMlWEpy0	121GW Range Switch Cycling Test Jig	553	1278	0	1278.0	0.0	solo	needs-whisper	whisper-large-v3
1001	n7XX75S98e8	µCurrent Opamp Divider Input Bypass Testing	373	975	0	975.0	0.0	solo	needs-whisper	whisper-large-v3
1002	Lhmg1jUNxVc	Yet another dumpster dive i7 machine!	388	933	2	466.5	0.0	solo	needs-whisper	whisper-large-v3
1003	l2LBkXxN81Y	µCurrent Offset Voltage Fix	495	1300	0	1300.0	0.0	solo	needs-whisper	whisper-large-v3
1004	r7LbLwnYVZE	Making robots for Mars with NASA scientist Dave Lavery	4528	14267	12	1188.9	0.0	solo	needs-whisper	whisper-large-v3
1005	VmPo0XPuKWM	IBM PC jr 512KB Memory Sidecar Teardown	427	867	0	867.0	0.0	solo	needs-whisper	whisper-large-v3
1006	uUCQuIp_hzU	121GW Ohms Autoranging Speed Update	392	972	6	162.0	0.0	solo	needs-whisper	whisper-large-v3
1007	cuVrQEznlXE	Out-take	39	53	0	53.0	0.0	solo	needs-whisper	whisper-large-v3
1008	pKV_JiauAE4	Dumpster Dive - HP Envy Touch PC Repair	1619	4273	480	8.9	13.8	solo	good	youtube-asr
1009	0klmqsykrYU	Pocket Multimeter Continuity Shootout	252	489	0	489.0	0.0	solo	needs-whisper	whisper-large-v3
1010	TRCSraYmUJI	Brain Candy Live : Giant Vortex Smoke Rings	135	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1011	3MD88EYLdQQ	121GW Hacked firmware test	102	221	0	221.0	0.0	solo	needs-whisper	whisper-large-v3
1012	G4AtWiuY9M4	EEVblog 1053 - Part 2 : IBM PC Jr Troubleshooting	443	928	0	928.0	0.0	solo	needs-whisper	whisper-large-v3
1013	Xg_niU86bhI	Wens 540 Handheld Oscilloscope Multimeter Teardown	840	2155	0	2155.0	0.0	solo	needs-whisper	whisper-large-v3
1014	vlgXVKoanZI	Giant 65,000 Brick LEGO Time Machine Delorean!	145	254	0	254.0	0.0	solo	needs-whisper	whisper-large-v3
1015	tM2j9zuBiRQ	Siglent Signal Generator Fix	310	773	98	7.9	12.9	solo	good	youtube-asr
1016	rnvdwKE4seM	Star Wars: How to make the Han Solo Drink!	134	286	0	286.0	0.0	solo	needs-whisper	whisper-large-v3
1017	ZgdH4Xhd2WA	AirBnB Media Room Home Automation	229	694	0	694.0	0.0	solo	needs-whisper	whisper-large-v3
1018	MdGZJM1zRIc	Brownian Noise Copyright Test	1839	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1019	Hzvqmjqedrs	White Noise Copyright Test	1839	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1020	lSiimom839M	CRAZY Fees Importing Into Australia!	566	1491	130	11.5	5.4	solo	good	youtube-asr
1021	3UNPCi3J6Z4	How to do The Tim Tam Slam	72	158	0	158.0	0.0	solo	needs-whisper	whisper-large-v3
1022	okaYXwzHzoY	Dumpster Diving PC's	482	1225	0	1225.0	0.0	solo	needs-whisper	whisper-large-v3
1023	CK5nbC_dBWk	Siglent Signal Generator FAIL	767	2058	211	9.8	9.2	solo	good	youtube-asr
1024	ZbYZG3Df8Dg	I'm at Star Wars The Last Jedi	39	55	0	55.0	0.0	solo	needs-whisper	whisper-large-v3
1025	ZoucGoRZOl0	Ready Player One - Official Trailer 1 Reaction	727	1752	4	438.0	0.0	solo	needs-whisper	whisper-large-v3
1026	ZtOXfFkV2jw	LCD Bias Experiment!	196	541	0	541.0	0.0	solo	needs-whisper	whisper-large-v3
1027	ncEH4jsRZVQ	Vegas 14 Windows 10 Lockup/Crash Issue Solution	305	844	0	844.0	0.0	solo	needs-whisper	whisper-large-v3
1028	WXA_8WaqrCw	EEVblog 121GW Multimeter Kickstarter Live Chat	4158	11940	1270	9.4	18.8	multi	good	youtube-asr
1029	MdcaJCuukeI	Vegas 15 NVENC GPU Video Encoding PART 3	520	1387	0	1387.0	0.0	solo	needs-whisper	whisper-large-v3
1030	Fw_-cYy1its	Vegas 15 NVENC GPU Video Rendering PART 2	395	930	1	930.0	0.0	solo	needs-whisper	whisper-large-v3
1031	NUTQhwxNupQ	Patent Piss-Take - Multimeter Innovation!	245	543	1	543.0	0.0	solo	needs-whisper	whisper-large-v3
1032	Sp3sFTSR-7g	Vegas 15 Render Test MainConcept	121	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1033	b-NijnqsR-A	Vegas 15 Render Test NVencoderDefault	120	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1034	LOIA2KngrHE	Vegas 15 Render Test NVencoderHQ	120	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1035	jjoZDz-i-xY	Vegas 15 & GPU Hardware Acceleration	904	2338	0	2338.0	0.0	solo	needs-whisper	whisper-large-v3
1036	B85WDMTaHnc	x5 Time Lapse PCB Layout	5774	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1037	abIo-_84d7E	MORE Core i7 Dumpster PCs!	519	1301	0	1301.0	0.0	solo	needs-whisper	whisper-large-v3
1038	7E2Pjcogrho	EEVblog 121GW Custom Multimeter Prototype Unboxing	680	1963	207	9.5	16.8	solo	good	youtube-asr
1039	Z6yLBqc5SCc	Sony WatchCam CRT Fun With Neodymium Magnets	110	218	0	218.0	0.0	solo	needs-whisper	whisper-large-v3
1040	q1CaC_Ezt-c	Sony WatchCam CRT Geometry Adjustment	180	445	0	445.0	0.0	solo	needs-whisper	whisper-large-v3
1041	x_-H5Cg8438	EEVblog Outro	7	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1042	mSRnIEmE-_0	True Grit Obstacle Course 2014	670	460	0	460.0	0.0	solo	needs-whisper	whisper-large-v3
1043	sYYidJOdQbg	Even More Peter Popoff Scam Mail Bullshit!	386	885	1	885.0	0.0	solo	needs-whisper	whisper-large-v3
1044	8JwYlFtA1HM	Keysight 34460/70 Multimeter Specification Issue Explained	226	842	0	842.0	0.0	solo	needs-whisper	whisper-large-v3
1045	zlarcKxQW5A	Nissan Dualis DIN Media Player Installation	359	878	0	878.0	0.0	solo	needs-whisper	whisper-large-v3
1046	kCmJkyJouuY	Work Bench ESD Matting	185	531	1	531.0	0.0	solo	needs-whisper	whisper-large-v3
1047	DrLaAL4NVJc	Star Wars Last Jedi Trailer Reaction + The µSupply	481	974	0	974.0	0.0	solo	needs-whisper	whisper-large-v3
1048	3J1JdeHBKd8	20 Core Dual Xeon Processor Upgrade!	798	2002	6	333.7	0.0	solo	needs-whisper	whisper-large-v3
1049	nLr1wIApbF4	Dumpster Find: Canon Photocopier	576	1602	0	1602.0	0.0	solo	needs-whisper	whisper-large-v3
1050	Lchtj5H0YC0	EEVblog #1028 -  PC104 - The Full Version	2350	6064	16	379.0	0.0	solo	needs-whisper	whisper-large-v3
1051	Ylb8TqGizU8	µSleeve Product Announcement	284	822	0	822.0	0.0	solo	needs-whisper	whisper-large-v3
1052	ILIO5b1BliE	Why Use AA's Instead of 9V Batteries in Multimeters?	687	2090	158	13.2	8.6	solo	good	youtube-asr
1053	Iwy8UVVQNkA	Sanwa PM300 Pocket Multimeter Review	964	2527	4	631.8	0.0	solo	needs-whisper	whisper-large-v3
1054	rLly4WdRAjY	More uBeam Ultrasonic Wireless Charging LOL's!	930	2313	0	2313.0	0.0	solo	needs-whisper	whisper-large-v3
1055	paQ3zIsz1-8	Magnetic Core Memory	483	1262	103	12.3	3.2	solo	good	youtube-asr
1056	Yyuk3--FWfs	Samson USB GO Mic Teardown	673	1694	0	1694.0	0.0	solo	needs-whisper	whisper-large-v3
1057	QwBelbAYo2Q	Engineering Notation on 121GW Software	189	458	0	458.0	0.0	solo	needs-whisper	whisper-large-v3
1058	DDPV9mdOYEM	NBN Fibre Internet EPIC FAIL!	553	1546	3	515.3	0.0	solo	needs-whisper	whisper-large-v3
1059	mhzP4TbxDH0	WTF Dailymotion - Ad BONANZA BULLSHIT!	92	238	0	238.0	0.0	solo	needs-whisper	whisper-large-v3
1060	CsWKW4jUCAo	Australian NBN Internet Finally Installed In The Lab!	734	2064	0	2064.0	0.0	solo	needs-whisper	whisper-large-v3
1061	-jpWAXKdx6Y	LEGO Saturn V Moon Rocket Build Part 3 of 3	6190	11577	0	11577.0	0.0	solo	needs-whisper	whisper-large-v3
1062	JXb5cGFLvLw	How To Join .MTS AVCHD Video Files	303	945	1	945.0	0.0	solo	needs-whisper	whisper-large-v3
1063	haImi4cWau0	The Insanity Of Internet In Australia (NBN)	593	1661	105	15.8	9.0	solo	good	youtube-asr
1064	T_qzB2pppJE	Thunderf00t at Solar Roadways!	60	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1065	tWW56LAnT1Y	Pluto: New Horizons Talk	5799	15845	1028	15.4	3.6	solo	good	youtube-asr
1066	RQNwrSaHO_w	Bitcoin Blockchain Hard Fork Split on 1st August	377	1097	0	1097.0	0.0	solo	needs-whisper	whisper-large-v3
1067	Wwz_fdU17aQ	121GW Multimeter Thermal Test	116	292	3	97.3	0.0	solo	needs-whisper	whisper-large-v3
1068	_Nlf8Y5HWqk	LEGO NASA Apollo Saturn V Moon Rocket Build - Stage 2	4476	8976	0	8976.0	0.0	solo	needs-whisper	whisper-large-v3
1069	Gh28j49KWrI	Star Wars 8 - The Last Jedi (D23) Trailer Reaction	408	946	0	946.0	0.0	solo	needs-whisper	whisper-large-v3
1070	BoL8gD8IcXg	Mantis Elite Cam & LattePanda Project FAIL	460	1419	0	1419.0	0.0	solo	needs-whisper	whisper-large-v3
1071	9m3mKq98C8k	LEGO Saturn V Moon Rocket Build - Part 1	9277	17174	0	17174.0	0.0	solo	needs-whisper	whisper-large-v3
1072	kF7sJbAQRHY	Microsoft Surface Pro (5) Unboxing & Setup	1157	3013	0	3013.0	0.0	solo	needs-whisper	whisper-large-v3
1073	tzro0ZylTpw	Why Youtube SEO Title Keywords Matter (uBeam)	414	1166	72	16.2	9.4	solo	good	youtube-asr
1074	WiMe9peQbTQ	More Wireless Phone Charging BULLSHIT! - AirVolt	631	1837	0	1837.0	0.0	solo	needs-whisper	whisper-large-v3
1075	QX9XlaYwU5k	DIYODE - New Electronics Magazine!	718	2066	0	2066.0	0.0	solo	needs-whisper	whisper-large-v3
1076	96XE5Ye1q6I	121GW EEVblog Multmeter Firmware Update	62	165	0	165.0	0.0	solo	needs-whisper	whisper-large-v3
1077	SeGep-oHcFs	Pure Silicon Sphere. World's Roundest Object!	55	155	0	155.0	0.0	solo	needs-whisper	whisper-large-v3
1078	VTAwzrKPjeE	Nixie Tube Display ESP8266 Wemos D1 Mini Testing	1097	2923	1	2923.0	0.0	solo	needs-whisper	whisper-large-v3
1079	IbYtn420QBM	Rayton Solar + Bill Nye = Questionable Solar Technology?	1064	2979	243	12.3	13.1	solo	good	youtube-asr
1080	WdCA-sgUZn8	Rode Podcaster vs Samson C01U Proximity Effect	219	604	0	604.0	0.0	solo	needs-whisper	whisper-large-v3
1081	L0kraVM6F8A	Rode Podcaster vs Samson CO1U USB Microphone	68	137	0	137.0	0.0	solo	needs-whisper	whisper-large-v3
1082	UGVdHM_iul0	Youtube Channel Ranking Dropping And I LOVE IT!	330	893	2	446.5	0.0	solo	needs-whisper	whisper-large-v3
1083	BFjPuNRb1Pk	EEVblab: News & Question	462	1405	3	468.3	0.0	solo	needs-whisper	whisper-large-v3
1084	Gm4Gm9Xn9xo	Dual Xeon Video Editing Machine Issues	523	1503	1	1503.0	0.0	solo	needs-whisper	whisper-large-v3
1085	oILC5TsG2_k	ESD Work Bench Matting Ageing	124	360	33	10.9	11.1	solo	good	youtube-asr
1086	9zYFUoXI7kw	Olympus Microscope Z Axis Calibration Check	78	192	0	192.0	0.0	solo	needs-whisper	whisper-large-v3
1087	p5Ms8Iwz4-E	Wafer Microscope Weirdness!	413	1166	181	6.4	38.6	multi	good	youtube-asr
1088	3lOXgwUAqR4	Widlarizing an SD Card!	75	99	0	99.0	0.0	solo	needs-whisper	whisper-large-v3
1089	Lrhee7hz53U	Dumpster Light Box	172	409	0	409.0	0.0	solo	needs-whisper	whisper-large-v3
1090	l0YlG2tgD28	Dallas Semiconductor Wafer Art!	460	1175	0	1175.0	0.0	solo	needs-whisper	whisper-large-v3
1091	UJjMt2-k99c	What Is An Oscilloscope?	620	1652	1	1652.0	0.0	solo	needs-whisper	whisper-large-v3
1092	87E3wqfxHqg	Dodgy Silicone Test Leads!	152	395	0	395.0	0.0	solo	needs-whisper	whisper-large-v3
1093	sWqiZzPR8yo	Wacom Tablet vs Microsoft Surface Comparison	454	1256	0	1256.0	0.0	solo	needs-whisper	whisper-large-v3
1094	bJuFAmRzd6U	Time Lapse - DSS 43 NASA 70m Dish at Tidbinbilla Canberra Going To Stow	27	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1095	fxR4iT4xobY	Time Lapse - DSS 43 NASA 70m Dish at Tidbinbilla Canberra	56	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1096	8Hq4NymCN7M	Star Wars - The Last Jedi Teaser Trailer REACTION	463	959	0	959.0	0.0	solo	needs-whisper	whisper-large-v3
1097	Oskfcc91DHY	Questacon - Science Time!	677	1661	0	1661.0	0.0	solo	needs-whisper	whisper-large-v3
1098	rX7R9MFCSOw	Canberra Deep Space Communications Complex Visitor Centre	250	552	98	5.6	16.3	solo	good	youtube-asr
1099	TNl1EoesI6M	Apollo 11 Honeysuckle Creek Receiving Dish	105	266	0	266.0	0.0	solo	needs-whisper	whisper-large-v3
1100	AG9MupzHRko	Sydney Harbour Bridge Construction	72	172	0	172.0	0.0	solo	needs-whisper	whisper-large-v3
1101	jofm5EwbF0o	World's Steepest Railway Cable System	77	226	0	226.0	0.0	solo	needs-whisper	whisper-large-v3
1102	W91DOIx-aSU	World's Steepest Railway	119	66	0	66.0	0.0	solo	needs-whisper	whisper-large-v3
1103	xvtlazK8jYQ	Robot B-9 Replica	164	378	0	378.0	0.0	solo	needs-whisper	whisper-large-v3
1104	tN0E1HvFS1U	Dave & Chris Meet!	30	81	24	3.4	86.4	multi	good	youtube-asr
1105	bEo7HTngCkU	Robots & Dinosaurs Visit	283	768	116	6.6	39.1	multi	good	youtube-asr
1106	PvM6hs4PMQI	The Amp Hour SPACE SPECIAL! With Fran Blanche	7138	21581	3	7193.7	0.0	solo	needs-whisper	whisper-large-v3
1107	11-AQ_E1fz8	Siglent SDS1000X-E Serial Decoding	342	1042	74	14.1	15.4	solo	good	youtube-asr
1108	iSHHe-AXxqw	World Time Zones EXPLAINED	255	649	5	129.8	0.0	solo	needs-whisper	whisper-large-v3
1109	Ott9syzNLuE	Rohde & Schwarz RTB2004 Acquisition Bug Part 2	158	423	0	423.0	0.0	solo	needs-whisper	whisper-large-v3
1110	l-fuyHCs2Sw	Rohde & Schwarz RTB2004 Oscilloscope Acquisition Bug	372	1073	0	1073.0	0.0	solo	needs-whisper	whisper-large-v3
1111	BFEoOsYUHWA	Survey Winners Draw	366	800	1	800.0	0.0	solo	needs-whisper	whisper-large-v3
1112	Erpsh8yHJs4	Keysight Scope Draw	287	672	3	224.0	0.0	solo	needs-whisper	whisper-large-v3
1113	XW9DSOppfJ8	Surfing from EEVblog to Philosophy!	202	519	0	519.0	0.0	solo	needs-whisper	whisper-large-v3
1114	IZrLsU5rCsY	Digital DaveCAD Test #2 with PinP	409	1090	0	1090.0	0.0	solo	needs-whisper	whisper-large-v3
1115	ZCmEvuzokRY	Digital DaveCAD Test 1	159	456	0	456.0	0.0	solo	needs-whisper	whisper-large-v3
1116	YTKEUN_1l74	EEVblog Viewer Survey Results	2604	7508	4	1877.0	0.0	solo	needs-whisper	whisper-large-v3
1117	RmpYQBg864M	HDMI Microscope Brainstorming	4428	12228	1922	6.4	50.3	multi	good	youtube-asr
1118	M9dWzzfgo0Y	Keysight 1000X Oscilloscope Bug?	28	58	0	58.0	0.0	solo	needs-whisper	whisper-large-v3
1119	r4XQOMBmuKw	Pavegen Footstep Energy Harvesting - Pre-Bust	201	648	38	17.1	15.4	solo	good	youtube-asr
1120	ZUFFfoq6Lhk	Epiphan AVIO 4K USB 3 Video Capture Test 30fps	176	448	0	448.0	0.0	solo	needs-whisper	whisper-large-v3
1121	R3UQ5mwnmPk	Epiphan AVIO 4K USB 3 Video Capture Test 60fps	315	846	1	846.0	0.0	solo	needs-whisper	whisper-large-v3
1122	lZULfMz9nlI	GIVEAWAY: Keysight 1000 X-Series Oscilloscope	88	246	0	246.0	0.0	solo	needs-whisper	whisper-large-v3
1123	5iS4hVc90PE	How To Make Acoustic Studio Panels	388	1065	0	1065.0	0.0	solo	needs-whisper	whisper-large-v3
1124	RDUn3CoVmuc	EEVblog Multimeter 3D Printed SLA case	462	1399	0	1399.0	0.0	solo	needs-whisper	whisper-large-v3
1125	AVG6nWPmLvU	Doing it tough...	149	318	0	318.0	0.0	solo	needs-whisper	whisper-large-v3
1126	e_a1YJ_yZug	Batteriser / Batteroo Toy Train Test	2759	2528	2	1264.0	0.0	solo	needs-whisper	whisper-large-v3
1127	pa8j-Lje_2o	RAW Batteriser MP3 Player Test	802	1857	274	6.8	23.7	multi	good	youtube-asr
1128	3aj7fY83okA	Ditto! XMAS Lights	22	40	0	40.0	0.0	solo	needs-whisper	whisper-large-v3
1129	RpvZPf42jDo	Star Wars Rogue One Midnight Screening Reaction	471	1283	4	320.8	0.0	solo	needs-whisper	whisper-large-v3
1130	y-NiyRvqfXc	Another Altium Designer ERC Bug	156	409	38	10.8	7.3	solo	good	youtube-asr
1131	5eJorvyA708	Altium Designer Serious ERC bug	402	1118	0	1118.0	0.0	solo	needs-whisper	whisper-large-v3
1132	DNlA4X5_S30	Schematic Component Library Drawing Tip	166	552	0	552.0	0.0	solo	needs-whisper	whisper-large-v3
1133	RXk_wr0g8UM	Nixie Tube Voltage Drop	119	260	1	260.0	0.0	solo	needs-whisper	whisper-large-v3
1134	Oa70_S1BRHI	1980's EEVblog Intro	16	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1135	4zdpFagKSaE	Lab Exercising	27	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1136	81m7imklGnc	Den Fenella Bushwalk	332	691	0	691.0	0.0	solo	needs-whisper	whisper-large-v3
1137	iwZ9NwPUD2E	Back To The Future Live At The Sydney Opera House	481	1235	0	1235.0	0.0	solo	needs-whisper	whisper-large-v3
1138	E82UJ43njlo	The Rosicrucian Order Bullshit	545	1466	1	1466.0	0.0	solo	needs-whisper	whisper-large-v3
1139	v676ER-580E	Jaycar Warehouse Sale Visit	565	1265	174	7.3	17.4	solo	good	youtube-asr
1140	EgIRZra92ig	Dave's Travel Guide Intro	11	2	0	2.0	0.0	solo	needs-whisper	whisper-large-v3
1141	U-lbGHJkWm4	Markforged Mark Two 3D Printer	108	314	0	314.0	0.0	solo	needs-whisper	whisper-large-v3
1142	W-wR5OgyJK8	Tektronix TIVM1 Optical Fibre 1GHz Isolated Differential Probe	110	274	0	274.0	0.0	solo	needs-whisper	whisper-large-v3
1143	MguJvnyX4fc	Tektronix TBS2000 Oscilloscope	266	713	70	10.2	8.4	solo	good	youtube-asr
1144	U7vQCZX7pI0	More Peter Popoff Scam Mail!	576	1432	129	11.1	7.7	solo	good	youtube-asr
1145	Rx8q95-w4xY	Kids Logic Hovering Delorean	97	267	0	267.0	0.0	solo	needs-whisper	whisper-large-v3
1146	ZgfDGYG3Dok	1000fps High Speed Mechanical Inverter	42	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1147	OxqegNPz3BA	ACL Knee Reconstruction Rehab WEEK 6	654	1879	0	1879.0	0.0	solo	needs-whisper	whisper-large-v3
1148	aKX9GDrExTo	EEVblog #911 - Youtube Monetisation Test	155	452	0	452.0	0.0	solo	needs-whisper	whisper-large-v3
1149	AZWw3sMyQ7U	ACL Knee Reconstruction Rehab DAY 28	268	719	0	719.0	0.0	solo	needs-whisper	whisper-large-v3
1150	JUfKdbeqz7c	ACL Knee Reconstruction Rehab DAY 14	425	1274	0	1274.0	0.0	solo	needs-whisper	whisper-large-v3
1151	0pG5Ii-ycKQ	ACL Knee Surgery Rehab DAY 9	168	484	0	484.0	0.0	solo	needs-whisper	whisper-large-v3
1152	iMiD5DoQ45E	Outtake FAIL	22	44	0	44.0	0.0	solo	needs-whisper	whisper-large-v3
1153	tw5hkZ8ZAz8	ACL Knee Orthopaedic Reconstruction Surgery	2019	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1154	Juf9SFB3h9w	ACL Knee Surgery Rehab DAY 4	188	519	0	519.0	0.0	solo	needs-whisper	whisper-large-v3
1155	EfSuPdWWLvw	ACL Knee Surgery Rehab DAY 3	572	1572	0	1572.0	0.0	solo	needs-whisper	whisper-large-v3
1156	rA36zWtM4y4	What Does Knee Fluid Sound Like?	46	64	9	7.1	0.0	solo	good	youtube-asr
1157	OcK2Rd8cLPM	ACL Knee Surgery Rehab DAY 2	566	1687	0	1687.0	0.0	solo	needs-whisper	whisper-large-v3
1158	SFE0ihBaeLA	ACL Knee Surgery Unboxing	180	435	0	435.0	0.0	solo	needs-whisper	whisper-large-v3
1159	q9V7_H364WE	Intel Drone 100 Party At The Sydney Opera House	200	533	55	9.7	3.8	solo	good	youtube-asr
1160	E41tY8IAnKE	Vivid 2016 Taronga Zoo Laser Forest	51	59	0	59.0	0.0	solo	needs-whisper	whisper-large-v3
1161	Jqsx9ItSPX4	Daddy Is Really Old!	24	55	0	55.0	0.0	solo	needs-whisper	whisper-large-v3
1162	iWGXCIcANOM	Mrs EEVblog Crosses Hells Gate	26	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1163	HBLKxC4JzTA	Space Electronics Circuit Protection	369	1134	0	1134.0	0.0	solo	needs-whisper	whisper-large-v3
1164	ubqNSF_-h0Q	Teardown FAIL	8	11	0	11.0	0.0	solo	needs-whisper	whisper-large-v3
1165	ipTTD1sXvpI	Vivid Sydney 2016 - Opera House Aboriginal Art Projection	170	265	0	265.0	0.0	solo	needs-whisper	whisper-large-v3
1166	HBh5iYRdpDo	3rd Ghostbusters Reboot Trailer Reaction	290	606	0	606.0	0.0	solo	needs-whisper	whisper-large-v3
1167	fxEFnCpq_m4	Dumpster Diving 50 inch LG LCD TV	197	576	0	576.0	0.0	solo	needs-whisper	whisper-large-v3
1168	d5CxW3VBoZU	BM235 Firmware Quirk	86	273	0	273.0	0.0	solo	needs-whisper	whisper-large-v3
1169	Obls-jhXC34	Peter Popoff Religious Mailbag Scam	1051	2772	0	2772.0	0.0	solo	needs-whisper	whisper-large-v3
1170	Gu2SpbiUrPE	Nettle Cave Walkthough - Jenolan Caves	411	755	0	755.0	0.0	solo	needs-whisper	whisper-large-v3
1171	zVA5reh4kF4	Timelapse PCB Layout Capture x256 Speed!	115	0	0	0	0.0	unknown	no-captions	whisper-large-v3
1172	bqEDSoF4rcg	Ghostbusters Trailer 1, 2, International & Original Reaction	1263	2943	0	2943.0	0.0	solo	needs-whisper	whisper-large-v3
